STATE,COUNTY,LATITUDE,LONGITUDE,FIRE_SIZE,CAUSE_CODE,CAUSE_DESCR,DISCOVERY_DATE,DISCOVERY_TIME,CONT_DATE,CONT_TIME
UT,Iron,37.7058,-113.0053,0.1,13.0,Missing/Undefined,2456528.5,12,2456528.5,16
AL,Baldwin,30.730046,-87.914746,3.0,7.0,Arson,2454892.5,17,2454892.5,21
PA,SCHUYLKILL,40.61139,-76.10121,0.5,5.0,Debris Burning,2455996.5,12,2455996.5,13
SC,Jasper County,32.467159,-81.107231,1.5,11.0,Powerline,2455667.5,15,2455667.5,16
KY,Wayne,36.716801000000004,-85.013313,11.0,5.0,Debris Burning,2456716.5,20,2456717.5,12
GA,Dodge               ,32.0126,-83.0831,0.01,2.0,Equipment Use,2448945.5,13,2448945.5,14
OK,Pushmataha,34.32509961,-95.66660313,50.0,13.0,Missing/Undefined,2450127.5,9,2450127.5,17
KS,Reno,38.06,-97.79,0.01,8.0,Children,2457108.5,11,2457108.5,12
UT,WEBER,41.32895992,-111.97144540000001,7.0,2.0,Equipment Use,2456118.5,22,2456119.5,18
WI,Portage,44.26431234,-89.52079925,0.75,2.0,Equipment Use,2449924.5,10,2449924.5,11
MO,Henry,38.368111,-93.759169,0.1,8.0,Children,2457033.5,14,2457033.5,15
OH,GALLIA,38.985253,-82.278988,0.5,5.0,Debris Burning,2457110.5,14,2457110.5,15
KY,Magoffin,37.79853,-83.00743,7.0,4.0,Campfire,2455649.5,13,2455649.5,15
NY,ST LAWRENCE,44.37242396,-75.27394201,0.5,9.0,Miscellaneous,2453957.5,13,2453957.5,13
GA,Lee,31.82112854,-84.16973581,17.4,5.0,Debris Burning,2452498.5,16,2452498.5,16
GA,Lowndes             ,30.8642,-83.1589,0.02,5.0,Debris Burning,2450864.5,16,2450864.5,17
NC,Robeson,34.76446667,-79.14058333,20.0,13.0,Missing/Undefined,2455611.5,14,2455611.5,17
AR,NEVADA,33.83549,-93.30805,1.0,1.0,Lightning,2455746.5,19,2455746.5,21
MS,Calhoun,34.12667241,-89.46087537,2.0,5.0,Debris Burning,2449425.5,13,2449425.5,15
SC,15,33.23583333,-79.90166667,26.0,7.0,Arson,2452243.5,14,2452247.5,14
NY,SUFFOLK,40.718486799999994,-73.41006497,0.1,9.0,Miscellaneous,2455756.5,16,2455756.5,18
NY,MONROE,43.13192766,-77.68696613,0.1,3.0,Smoking,2452896.5,13,2452896.5,13
WV,Morgan,39.435045,-78.28708009,1.0,12.0,Structure,2456955.5,14,2456955.5,18
ID,59,44.27,-113.13166667,0.1,1.0,Lightning,2451410.5,22,2451411.5,12
WV,Berkeley,39.57969213,-77.99296484,0.2,5.0,Debris Burning,2452318.5,17,2452318.5,17
GA,Worth               ,31.58240802,-83.73495605,7.8,5.0,Debris Burning,2455577.5,14,2455577.5,15
WV,Wyoming,37.51577427,-81.35328083,1.0,2.0,Equipment Use,2449631.5,13,2449631.5,13
GA,Clayton             ,33.5214,-84.4038,0.2,7.0,Arson,2448735.5,18,2448735.5,19
FL,Hendry,26.6449,-81.1175,0.5,5.0,Debris Burning,2456785.5,15,2456785.5,17
MI,IRON,46.093689000000005,-88.43526999999999,0.1,1.0,Lightning,2456071.5,20,2456071.5,21
OR,23,44.595,-118.31111111,0.3,1.0,Lightning,2454294.5,15,2454295.5,18
TN,HARDEMAN,35.295,-88.87,10.0,5.0,Debris Burning,2455461.5,14,2455461.5,14
NY,ERIE,42.63587573,-78.82044051,0.1,9.0,Miscellaneous,2453138.5,3,2453138.5,3
CA,Riverside,33.944967,-116.692872,0.1,9.0,Miscellaneous,2454327.5,10,2454327.5,10
SC,Aiken County,33.674988,-81.387024,0.5,5.0,Debris Burning,2457249.5,13,2457249.5,14
CA,29,35.70194444,-118.43444444,0.1,7.0,Arson,2455032.5,19,2455032.5,19
ID,Elmore,43.2667,-116.1719,0.2,7.0,Arson,2455434.5,12,2455434.5,13
GA,Jeff Davis,31.86848056,-82.71757778,0.9,5.0,Debris Burning,2456643.5,13,2456643.5,13
NY,ORANGE,41.31619904,-74.13291653,0.1,9.0,Miscellaneous,2454615.5,13,2454615.5,13
TX,Anderson,31.63205,-95.38443333,1.0,11.0,Powerline,2454927.5,15,2454927.5,16
WY,Washakie,44.0122,-107.1923,0.1,1.0,Lightning,2452101.5,8,2452101.5,20
GA,Brooks              ,30.8471,-83.3781,0.52,7.0,Arson,2450164.5,14,2450164.5,14
OK,LeFlore,34.54443334,-94.84335003,5.0,7.0,Arson,2455508.5,23,2455508.5,23
KY,Clay,37.1082,-83.6988,1.0,5.0,Debris Burning,2457353.5,17,2457353.5,19
GA,Paulding            ,33.8987,-84.7963,2.91,5.0,Debris Burning,2449287.5,19,2449287.5,22
NY,ROCKLAND,41.1956,-73.96300000000001,0.1,9.0,Miscellaneous,2456237.5,19,2456237.5,20
CA,LAKE,39.155133,-122.79233300000001,4.0,2.0,Equipment Use,2456434.5,13,2456434.5,17
MI,CRAWFORD,44.81644,-84.75333,0.2,13.0,Missing/Undefined,2456524.5,12,2456524.5,13
GA,Talbot,32.7501,-84.3404,8.03,5.0,Debris Burning,2451657.5,16,2451657.5,16
NY,SCHOHARIE,42.68678646,-74.47466011,1.54,8.0,Children,2453477.5,12,2453477.5,12
CA,Shasta,40.5056,-122.5142,0.7,4.0,Campfire,2456533.5,15,2456534.5,10
MS,Lawrence,31.52192282,-90.10291088,3.0,5.0,Debris Burning,2449426.5,14,2449426.5,15
UT,Kane,37.3547,-111.2969,0.1,1.0,Lightning,2456117.5,19,2456120.5,11
FL,Santa Rosa,30.455833000000002,-86.69,962.0,13.0,Missing/Undefined,2456225.5,19,2456226.5,0
NC,Lenoir,35.16001666,-77.78466666,1.0,5.0,Debris Burning,2457018.5,14,2457018.5,14
WV,Nicholas,38.36666259,-80.82965579,0.1,2.0,Equipment Use,2453114.5,12,2453114.5,12
GA,Dodge,32.3897,-83.147,0.01,5.0,Debris Burning,2451600.5,17,2451600.5,17
GA,Talbot              ,32.6816,-84.6652,3.02,7.0,Arson,2449438.5,14,2449438.5,16
AL,Shelby,33.422305,-86.439914,1.0,7.0,Arson,2454166.5,13,2454166.5,15
CA,San Bernardino,34.084519,-117.13021100000002,2.0,1.0,Lightning,2451060.5,19,2451060.5,23
GA,Tift                ,31.4471,-83.3943,0.05,5.0,Debris Burning,2449999.5,17,2449999.5,17
GA,Taylor,32.56788838,-84.21784812,0.05,9.0,Miscellaneous,2452507.5,3,2452507.5,3
FL,Hillsborough,28.0902,-82.0581,140.0,5.0,Debris Burning,2455599.5,15,2455599.5,16
GA,Houston             ,32.6127,-83.6499,0.49,7.0,Arson,2449843.5,16,2449843.5,17
OR,19,43.36111111,-122.10083333,0.1,1.0,Lightning,2453230.5,17,2453231.5,14
SD,Custer,43.81555556,-104.05277778,0.1,1.0,Lightning,2456860.5,8,2456860.5,12
MT,63,47.01333333,-114.40833333,0.5,1.0,Lightning,2451032.5,14,2451032.5,21
WA,37,47.27194444,-121.18722222,0.1,4.0,Campfire,2451336.5,8,2451336.5,11
AZ,5,34.44166667,-111.135,0.25,1.0,Lightning,2455065.5,9,2455074.5,12
WV,Ohio,40.0221869,-80.54476752,2.0,5.0,Debris Burning,2452342.5,11,2452342.5,11
CA,MERCED,37.039837,-120.627074,0.1,5.0,Debris Burning,2457322.5,10,2457322.5,10
MS,Covington,31.68024074,-89.68519287,37.0,7.0,Arson,2449417.5,12,2449417.5,13
GA,McIntosh            ,31.515,-81.4147,0.1,5.0,Debris Burning,2450125.5,18,2450125.5,19
WY,Washakie,44.14,-107.9,1.0,9.0,Miscellaneous,2455675.5,22,2455675.5,22
KY,147,36.72333333,-84.585,0.1,7.0,Arson,2451073.5,11,2451073.5,14
MO,Pulaski,37.945127,-92.277726,1.0,2.0,Equipment Use,2457061.5,11,2457061.5,13
CA,Humboldt,40.463861,-123.80545,1.0,2.0,Equipment Use,2453231.5,13,2453231.5,15
MT,Jefferson,46.7922,-112.1542,0.1,1.0,Lightning,2452468.5,19,2452469.5,10
MS,Tippah,34.89381455,-88.95647293,6.0,5.0,Debris Burning,2450153.5,12,2450153.5,14
NM,Valencia,34.7387,-106.7502,0.3,6.0,Railroad,2456743.5,14,2456743.5,17
MS,Newton,32.53311441,-89.20581559,40.0,7.0,Arson,2449745.5,15,2449745.5,18
GA,Hancock,33.2467,-82.9099,0.1,7.0,Arson,2452047.5,15,2452047.5,15
MS,Jefferson Davis,31.49062917,-89.69009372,1.0,5.0,Debris Burning,2450129.5,11,2450129.5,12
NC,Stanly,35.30433333,-80.08516666,0.5,5.0,Debris Burning,2455439.5,11,2455439.5,13
SC,Williamsburg County,33.534073,-79.90370899999999,5.0,5.0,Debris Burning,2456373.5,15,2456373.5,16
NY,SUFFOLK,40.86656801,-73.03516439,0.5,3.0,Smoking,2454278.5,7,2454278.5,7
VA,171,39.04583333,-78.54333333,0.1,2.0,Equipment Use,2452372.5,16,2452372.5,16
GA,Paulding,33.9329,-84.7347,0.02,5.0,Debris Burning,2452361.5,14,2452361.5,14
WV,Raleigh,37.60013887,-81.32252576,0.1,7.0,Arson,2451680.5,13,2451680.5,13
MS,Greene,31.17691483,-88.71189029,3.0,5.0,Debris Burning,2449089.5,15,2449089.5,16
WV,Clay,38.39041984,-81.15685359,9.0,7.0,Arson,2452383.5,21,2452383.5,21
GA,Ware                ,31.2753,-82.3975,0.86,5.0,Debris Burning,2450065.5,11,2450065.5,11
SC,Aiken County,33.487324,-81.47811899999999,1.0,8.0,Children,2456707.5,19,2456707.5,20
GA,Liberty             ,31.7721,-81.3919,12.35,7.0,Arson,2448656.5,15,2448656.5,16
WI,Dane,43.264179999999996,-89.72633,0.1,4.0,Campfire,2456199.5,16,2456199.5,18
GA,Haralson            ,33.8302,-85.0427,1.95,5.0,Debris Burning,2449385.5,13,2449385.5,14
GA,Lowndes             ,30.8813,-83.2185,0.29,5.0,Debris Burning,2449373.5,17,2449373.5,17
WI,Chippewa,45.25414,-91.10918000000001,0.2,12.0,Structure,2456425.5,21,2456425.5,23
KS,Meade,37.26,-100.54,1.0,9.0,Miscellaneous,2457212.5,15,2457212.5,16
TX,Fort Bend,29.72327923,-95.9289068,150.0,2.0,Equipment Use,2455050.5,15,2455051.5,19
GA,Bryan North,32.1664,-81.4484,2.3,7.0,Arson,2451934.5,16,2451934.5,16
SC,Florence County,34.196407,-79.625664,0.3,9.0,Miscellaneous,2457199.5,18,2457199.5,20
NC,Wayne,35.44598333,-77.9801,2.0,5.0,Debris Burning,2456193.5,14,2456193.5,15
WI,Richland,43.54106319,-90.35824617,1.6,5.0,Debris Burning,2450165.5,16,2450165.5,16
NY,NASSAU,40.6641,-73.5837,0.1,9.0,Miscellaneous,2456196.5,18,2456196.5,18
NY,DUTCHESS,41.69699289,-73.88850955,2.5,3.0,Smoking,2452229.5,17,2452229.5,17
OK,Pittsburg,35.25370018,-95.4761963,1.5,13.0,Missing/Undefined,2450154.5,17,2450154.5,17
WI,Wood,44.36021916,-89.89260039,0.15,7.0,Arson,2448751.5,11,2448751.5,12
FL,Highlands,27.2787,-81.4096,0.1,7.0,Arson,2456608.5,11,2456608.5,12
OK,McCurtain,34.49919937,-94.58380129,3.0,13.0,Missing/Undefined,2450138.5,0,2450138.5,1
KY,Greenup,38.6167,-82.939,2.0,5.0,Debris Burning,2457341.5,13,2457341.5,15
OK,McCurtain,34.38320139,-94.53140276,1.5,13.0,Missing/Undefined,2449197.5,13,2449197.5,15
GA,Chattooga,34.4302,-85.4633,0.51,7.0,Arson,2452216.5,19,2452216.5,19
AL,Cleburne,33.733944,-85.36975600000001,13.0,7.0,Arson,2452653.5,14,2452653.5,16
FL,Suwannee,30.3333,-83.0696,2.0,10.0,Fireworks,2456292.5,13,2456292.5,13
NY,WESTCHESTER,40.9893926,-73.79276984,0.1,2.0,Equipment Use,2453627.5,13,2453627.5,13
MN,Beltrami,47.51470983,-95.0051384,1.0,5.0,Debris Burning,2456197.5,14,2456197.5,14
GA,Dooly,32.2730826,-83.73914852,1.65,5.0,Debris Burning,2452492.5,11,2452492.5,11
FL,St. Johns,29.8376,-81.3934,1.0,1.0,Lightning,2457182.5,19,2457182.5,21
WV,McDowell,37.41614126,-81.51840256,0.1,6.0,Railroad,2450571.5,11,2450571.5,11
OK,McCurtain,34.13710012,-94.86859883,45.0,13.0,Missing/Undefined,2449056.5,13,2449056.5,14
WA,61,47.88833333,-121.37833333,0.1,4.0,Campfire,2451071.5,12,2451071.5,13
CA,061,39.31722222,-120.5575,0.1,3.0,Smoking,2456169.5,9,2456169.5,10
NY,QUEENS,40.728293,-73.844612,0.1,9.0,Miscellaneous,2453053.5,13,2453053.5,13
MT,81,46.02194444,-114.28,0.1,1.0,Lightning,2454296.5,17,2454297.5,11
WI,Eau Claire,44.61867,-91.02521999999999,1.3,2.0,Equipment Use,2455935.5,14,2455935.5,15
TX,Burnet,30.8225,-97.982833,40.0,1.0,Lightning,2455831.5,18,2455832.5,20
GA,Macon,32.2947398,-83.87100925,5.88,9.0,Miscellaneous,2456052.5,14,2456052.5,15
GA,Brooks,30.8814,-83.4974,3.96,5.0,Debris Burning,2451935.5,13,2451935.5,13
CO,Rio Blanco,39.9072,-108.4045,0.1,1.0,Lightning,2454295.5,8,2454295.5,11
FL,Putnam,29.5852,-81.582,0.2,4.0,Campfire,2455488.5,16,2455488.5,16
TN,HENDERSON,35.7937,-88.34755,28.0,5.0,Debris Burning,2455608.5,8,2455608.5,13
NY,MONROE,43.15131047,-77.73238103,0.1,1.0,Lightning,2453527.5,17,2453527.5,17
NC,Haywood,35.56155,-82.8671,0.5,5.0,Debris Burning,2456607.5,13,2456607.5,15
NY,KINGS,40.60607861,-73.92478786,0.1,9.0,Miscellaneous,2453187.5,18,2453187.5,18
WY,Carbon,42.1489,-106.9286,0.3,1.0,Lightning,2453976.5,15,2453977.5,17
GA,Camden,30.7437,-81.5621,0.46,1.0,Lightning,2452360.5,15,2452360.5,15
NY,Suffolk,40.9688,-72.1466,3.3,5.0,Debris Burning,2457270.5,17,2457270.5,18
GA,Charlton,30.4696,-82.0606,0.1,1.0,Lightning,2452065.5,19,2452065.5,19
SC,73,34.8525,-83.15194444,0.3,9.0,Miscellaneous,2451421.5,13,2451421.5,14
GA,Grady,30.8646,-84.354,3.53,5.0,Debris Burning,2451600.5,13,2451600.5,13
GA,Treutlen            ,32.40214931,-82.53225734,1.1,5.0,Debris Burning,2455639.5,12,2455639.5,12
GA,Lamar               ,32.98126022,-84.0787203,0.5,9.0,Miscellaneous,2455690.5,18,2455690.5,20
GA,Walton              ,33.8469,-83.84899999999999,0.63,5.0,Debris Burning,2449654.5,12,2449654.5,19
NY,WESTCHESTER,41.2244,-73.8486,2.05,9.0,Miscellaneous,2457117.5,18,2457117.5,22
MT,53,48.58055556,-115.19166667,0.1,1.0,Lightning,2453966.5,11,2453967.5,14
NC,Harnett,35.44606666,-78.83705,10.0,2.0,Equipment Use,2455305.5,20,2455305.5,22
ID,049,46.53416667,-115.09611111,0.1,1.0,Lightning,2456540.5,13,2456542.5,14
NM,Socorro,33.9667,-106.8353,1.0,1.0,Lightning,2451769.5,13,2451769.5,14
CO,Boulder,39.9929,-105.2475,0.1,9.0,Miscellaneous,2456400.5,0,2456400.5,0
CO,Pueblo,38.2898,-104.6296,0.1,9.0,Miscellaneous,2456456.5,0,2456456.5,1
ID,49,45.42916667,-115.63666667,102000.0,1.0,Lightning,2454294.5,21,2454423.5,17
MO,Dallas,37.8111891,-92.892767,123.0,7.0,Arson,2455642.5,16,2455643.5,13
GA,Clarke,33.8988,-85.2494,1.49,5.0,Debris Burning,2451710.5,21,2451710.5,21
AZ,Maricopa,33.6087,-112.3111,0.1,13.0,Missing/Undefined,2456675.5,14,2456675.5,15
CA,ALAMEDA,37.7366,-121.6171,5.0,9.0,Miscellaneous,2457192.5,10,2457192.5,10
NV,Pershing,40.6833,-118.0614,0.1,13.0,Missing/Undefined,2455868.5,10,2455868.5,12
NY,CATTARAUGUS,42.10306626,-78.79605826,4.0,9.0,Miscellaneous,2453837.5,17,2453837.5,17
FL,Hendry,26.6988,-81.2337,0.5,9.0,Miscellaneous,2455911.5,18,2455911.5,20
AZ,11,33.65333333,-109.34166667,0.1,1.0,Lightning,2452505.5,8,2452505.5,11
MS,Wayne,31.73084913,-88.88257987,60.0,7.0,Arson,2448681.5,15,2448681.5,20
SC,73,34.96666667,-83.06666667,0.2,9.0,Miscellaneous,2452672.5,13,2452672.5,15
PA,CLEARFIELD,41.10913889,-78.35508333,4.2,7.0,Arson,2452932.5,11,2452932.5,11
WI,Jackson,44.59149775,-91.15787023,3.0,9.0,Miscellaneous,2450183.5,18,2450183.5,19
NY,ULSTER,42.03345274,-73.99806292,2.6,2.0,Equipment Use,2453854.5,11,2453854.5,11
KY,Perry,37.278859999999995,-83.1657,50.0,4.0,Campfire,2454879.5,14,2454879.5,14
NC,Richmond,34.91038333,-79.78961667,1.0,13.0,Missing/Undefined,2455745.5,4,2455745.5,5
GA,Laurens             ,32.5268,-82.9252,0.2,6.0,Railroad,2449778.5,12,2449778.5,13
GA,Early               ,31.3104,-84.7761,0.5,2.0,Equipment Use,2450224.5,13,2450224.5,13
GA,Terrell             ,31.7559,-84.5384,0.6,3.0,Smoking,2450468.5,15,2450468.5,17
GA,Carroll,33.6073,-85.061,0.12,5.0,Debris Burning,2451719.5,20,2451719.5,20
GA,Lincoln             ,33.898,-82.5442,0.45,5.0,Debris Burning,2449793.5,11,2449793.5,12
AR,OUACHITA,33.38595,-92.78074000000001,1.0,7.0,Arson,2455830.5,14,2455830.5,16
GA,Chatham,32.0806,-81.3483,1.4,5.0,Debris Burning,2452032.5,13,2452032.5,13
NY,STEUBEN,42.32279087,-77.68661982,1.66,9.0,Miscellaneous,2454575.5,14,2454575.5,14
NY,ROCKLAND,41.09996382,-74.02695749,0.1,9.0,Miscellaneous,2454793.5,15,2454793.5,15
AZ,5,35.42361111,-111.48694444,0.1,1.0,Lightning,2454659.5,15,2454659.5,18
GA,Troup,33.20735833,-84.92280278,0.25,5.0,Debris Burning,2456553.5,10,2456553.5,12
AZ,Mohave,35.30482888,-113.93170165,3.0,2.0,Equipment Use,2448838.5,15,2448838.5,23
NY,ERIE,42.97222332,-78.69674747,1.33,9.0,Miscellaneous,2452012.5,0,2452012.5,0
OR,39,43.55222222,-122.41555556,0.1,1.0,Lightning,2455023.5,14,2455024.5,12
NY,NASSAU,40.71523745,-73.4513055,0.1,9.0,Miscellaneous,2451847.5,16,2451847.5,16
TX,Cass,32.91024611,-94.53114639,1.0,1.0,Lightning,2455489.5,14,2455489.5,15
OK,Le Flore,35.03680082,-94.77649684,5.0,13.0,Missing/Undefined,2449221.5,20,2449222.5,2
NY,Westchester,41.0658,-73.8148,0.8,1.0,Lightning,2457154.5,22,2457154.5,22
AL,Covington,31.269759999999998,-86.606949,1.5,2.0,Equipment Use,2453934.5,12,2453934.5,13
OK,Pushmataha,34.5925,-95.38805556,0.5,5.0,Debris Burning,2456129.5,11,2456129.5,13
NM,Rio Arriba,36.7489,-107.4762,0.2,1.0,Lightning,2452462.5,17,2452463.5,12
NY,CHEMUNG,42.26202104,-76.95952819,1.75,9.0,Miscellaneous,2453476.5,13,2453476.5,13
OK,Delaware,36.44409948,-94.87259673,7.0,13.0,Missing/Undefined,2448721.5,14,2448721.5,15
NY,ERIE,43.00733684,-78.94917612,3.3,9.0,Miscellaneous,2453850.5,16,2453850.5,16
NC,Stanly,35.408,-80.23583333,0.1,9.0,Miscellaneous,2456019.5,13,2456019.5,13
OR,63,45.71527778,-117.43527778,0.1,1.0,Lightning,2453964.5,18,2453964.5,22
CA,37,34.58277778,-118.68972222,0.1,5.0,Debris Burning,2453962.5,0,2453962.5,0
NM,Chaves,33.4193,-104.192497,0.3,13.0,Missing/Undefined,2457244.5,15,2457244.5,17
WV,Mercer,37.545078600000004,-81.19301096,9.0,7.0,Arson,2451290.5,15,2451290.5,15
MS,Prentiss,34.70032201,-88.67137002,3.0,5.0,Debris Burning,2451433.5,11,2451433.5,13
CA,Kern,35.187414000000004,-119.46426899999999,0.5,11.0,Powerline,2451347.5,16,2451347.5,16
WI,Columbia,43.5574,-89.22518000000001,0.1,2.0,Equipment Use,2456105.5,11,2456105.5,12
CA,Tuolumne,37.865367,-120.43977199999999,0.1,2.0,Equipment Use,2453961.5,10,2453961.5,10
FL,Lee,26.7165,-82.0387,7.0,8.0,Children,2455712.5,14,2455712.5,16
UT,Kane,37.43143,-112.0192,0.1,1.0,Lightning,2451769.5,17,2451771.5,23
NV,Lander,39.9786,-116.8853,418.0,9.0,Miscellaneous,2455770.5,22,2455771.5,17
MN,Wadena,46.7911108,-95.02915911,0.01,5.0,Debris Burning,2456421.5,15,2456421.5,16
MS,Marion,31.16819995,-89.8465913,4.0,7.0,Arson,2450465.5,11,2450465.5,12
MN,St. Louis,47.45402438,-92.78303016,2.5,9.0,Miscellaneous,2455695.5,18,2455695.5,19
CO,113,37.90916667,-108.20833333,638.0,1.0,Lightning,2452447.5,0,2452463.5,18
MS,Walthall,31.34907474,-90.20321048,3.0,5.0,Debris Burning,2450737.5,16,2450737.5,17
TX,Tyler,31.02444444,-94.55972222,8.0,11.0,Powerline,2455619.5,15,2455619.5,18
WV,Kanawha,38.50749721,-81.45171963,0.5,11.0,Powerline,2456359.5,17,2456359.5,18
GA,Colquitt,31.2072,-83.9156,11.87,9.0,Miscellaneous,2451580.5,14,2451580.5,14
GA,Monroe              ,32.89696256,-83.9872964,4.2,5.0,Debris Burning,2455707.5,20,2455707.5,21
NY,ALBANY,42.75200265,-73.95390393,0.85,9.0,Miscellaneous,2452028.5,14,2452028.5,14
AR,SEBASTIAN,35.23215,-94.42432,1.0,9.0,Miscellaneous,2455781.5,14,2455781.5,15
MN,Isanti,45.41812316,-93.25746466,1.5,9.0,Miscellaneous,2456411.5,20,2456412.5,11
AL,Talladega,33.363516,-86.159611,5.0,7.0,Arson,2452684.5,15,2452684.5,16
WI,Green Lake,43.86649,-89.08485,10.5,5.0,Debris Burning,2456578.5,14,2456578.5,16
MS,Harrison,30.40526106,-89.24133027,1.0,7.0,Arson,2451182.5,12,2451182.5,12
OK,12,34.145,-95.3275,15.0,7.0,Arson,2456546.5,15,2456546.5,18
MS,Harrison,30.57212512,-89.20857438,8.0,7.0,Arson,2449139.5,13,2449139.5,16
NC,Mitchell,35.87753333,-82.06391667,0.1,9.0,Miscellaneous,2455933.5,12,2455933.5,12
TN,BENTON,36.14395,-88.06005,2.0,9.0,Miscellaneous,2455801.5,14,2455801.5,17
AZ,Mohave,36.1333,-113.5931,5.0,1.0,Lightning,2453571.5,19,2453573.5,18
WI,Portage,44.37165395,-89.39357904,0.3,5.0,Debris Burning,2449479.5,18,2449479.5,18
MI,KEWEENAW                                          ,47.3371,-88.20309,0.2,11.0,Powerline,2455842.5,0,2455842.5,17
NM,47,35.31083333,-105.70888889,2.0,1.0,Lightning,2452453.5,12,2452455.5,16
FL,Volusia,29.1345,-81.483,2.0,1.0,Lightning,2455400.5,20,2455401.5,20
NY,SARATOGA,43.2927,-73.9892,0.48,9.0,Miscellaneous,2457166.5,13,2457166.5,14
AZ,3,31.605,-109.41333333,80.0,1.0,Lightning,2451321.5,14,2451322.5,18
CO,69,40.42361111,-105.31722222,0.1,1.0,Lightning,2454648.5,16,2454648.5,19
MO,Vernon,37.789871000000005,-94.45773299999999,3.0,5.0,Debris Burning,2457109.5,22,2457109.5,23
WY,11,44.60805556,-104.23833333,0.1,1.0,Lightning,2454688.5,17,2454688.5,23
GA,Paulding,33.87693611,-84.73638056,0.86,6.0,Railroad,2456267.5,18,2456267.5,20
GA,Muscogee            ,32.4246,-84.9269,0.44,7.0,Arson,2449958.5,14,2449958.5,15
TN,MORGAN,36.08825,-84.454567,1.5,7.0,Arson,2456610.5,14,2456610.5,15
OR,023,44.56638889,-118.35694444,0.1,1.0,Lightning,2456122.5,6,2456122.5,17
TN,MORGAN,36.1355,-84.71176700000001,0.5,7.0,Arson,2456602.5,6,2456602.5,7
SC,Chesterfield County,34.614769,-79.984406,3.0,5.0,Debris Burning,2457089.5,15,2457089.5,16
CA,017,38.89055556,-120.24333333,0.5,1.0,Lightning,2456155.5,9,2456156.5,17
GA,Bryan South         ,31.8406,-81.2101,0.45,5.0,Debris Burning,2449220.5,17,2449220.5,18
NC,Scotland,34.72,-79.525,1.5,8.0,Children,2455453.5,15,2455453.5,16
GA,Bacon               ,31.61911737,-82.50344772,1.7,5.0,Debris Burning,2455632.5,15,2455632.5,16
GA,Emanuel,32.55939434,-82.31017139,0.13,5.0,Debris Burning,2452486.5,11,2452486.5,11
MS,Marion,31.11677231,-89.84263708,1.0,9.0,Miscellaneous,2457313.5,15,2457313.5,16
OK,Delaware,36.31359856,-94.92610161,2.0,13.0,Missing/Undefined,2449801.5,13,2449801.5,14
OK,Haskell,35.13819938,-95.33969877,70.0,13.0,Missing/Undefined,2449808.5,15,2449808.5,21
GA,Bacon,31.5839,-82.5179,7.0,5.0,Debris Burning,2452230.5,11,2452230.5,11
ID,35,46.57916667,-115.22416667,0.1,1.0,Lightning,2452871.5,9,2452941.5,11
NY,ESSEX,44.373447999999996,-73.82268681,1.2,9.0,Miscellaneous,2453472.5,15,2453472.5,15
AZ,017,34.3647222,-110.190278,0.1,1.0,Lightning,2455471.5,14,2455473.5,10
CA,Riverside,33.879721999999994,-116.50363600000001,0.1,8.0,Children,2454145.5,19,2454145.5,19
KS,Douglas,38.95,-95.19,0.01,9.0,Miscellaneous,2457312.5,15,2457312.5,16
WV,Logan,37.68274246,-81.8188037,35.0,6.0,Railroad,2450903.5,13,2450903.5,13
NC,Anson,34.8467,-80.25726667,2.0,5.0,Debris Burning,2456548.5,11,2456548.5,13
GA,Brantley,31.03727257,-82.11233435,63.19,5.0,Debris Burning,2456026.5,15,2456027.5,11
NC,Transylvania,35.24156667,-82.88048333,0.5,5.0,Debris Burning,2456371.5,17,2456371.5,18
MT,077,47.07083333,-112.87055556,0.1,1.0,Lightning,2456126.5,10,2456126.5,19
NY,GREENE,42.29670301,-73.98879646,0.5,9.0,Miscellaneous,2453118.5,18,2453118.5,18
OR,Lake,43.3457,-120.80799999999999,0.1,1.0,Lightning,2453939.5,19,2453940.5,13
NY,SUFFOLK,40.75065261,-73.30794525,0.5,9.0,Miscellaneous,2452470.5,15,2452470.5,15
CA,17,38.97944444,-120.30972222,0.1,9.0,Miscellaneous,2454368.5,13,2454368.5,15
WY,023,42.73083333,-110.80833333,12.5,1.0,Lightning,2456173.5,22,2456181.5,14
CA,Butte,39.821269,-121.66663899999999,0.1,7.0,Arson,2453206.5,16,2453206.5,16
AZ,Pima,32.43739559,-111.46919026,400.0,9.0,Miscellaneous,2449132.5,11,2449132.5,17
AZ,Cochise,31.49028233,-109.78693653,4.0,13.0,Missing/Undefined,2449869.5,17,2449869.5,20
MI,085,44.18333333,-85.85,18.0,9.0,Miscellaneous,2449501.5,15,2449501.5,22
TN,CUMBERLAND,35.8433,-85.201367,8.0,7.0,Arson,2455287.5,10,2455287.5,17
NC,Brunswick,34.31911666,-78.17841666,5.0,7.0,Arson,2456748.5,15,2456748.5,16
UT,3,41.90888889,-113.53194444,200.0,1.0,Lightning,2452134.5,13,2452134.5,15
AZ,5,34.56,-111.22027778,0.2,1.0,Lightning,2451782.5,14,2451782.5,18
CA,73,33.46638889,-116.93305556,0.01,9.0,Miscellaneous,2453745.5,14,2453745.5,15
AL,Mobile,30.741939000000002,-88.284763,0.25,7.0,Arson,2453070.5,19,2453070.5,19
CA,Mariposa,37.527961,-120.00455,2.0,9.0,Miscellaneous,2451511.5,21,2451511.5,21
CA,049,41.79333333,-121.60111111,0.1,1.0,Lightning,2456499.5,14,2456500.5,11
